ticker,dollar_volume,exodus_ratio,volatility,final_drop_pct,death_date
YHOO,45063476686.75753,8.811417131857322,0.0012214290251539577,0.07497378538972387,2017-06
TWTR,33422622907.54755,0.9985046737536302,0.0019267565250260456,0.003146400148065921,2022-10
CELG,32288024095.71543,14.119599706354256,0.0005279396774263547,0.018834080717488738,2019-11
ALXN,25989224704.4497,18.843247223606074,0.00058682431766523,0.026595744680851064,2021-07
LEH,21648480929.851723,5.643034637775481,0.019624382847623103,0.9930773391022174,2008-09
RAI,17432484958.93559,12.00199424955846,0.00037623045761250206,0.020898641588296636,2017-07
KSU,16483232690.029379,19.616823494786598,0.0007778795063409172,0.028973044484868687,2021-12
PCLN,15696387877.2773,1.0415498956343203,0.0014297201983734448,0.01155136909917993,2018-02
TWX,15066662373.74178,9.909836170812357,0.000738336727459191,0.011903590752582469,2018-06
XLNX,14996932050.346668,2.8755057112354905,0.002159473973860384,0.15529010238907842,2022-02
ABMD,14925519325.74879,8.408476347503912,0.0001669356076585733,0.0019108446980602607,2022-12
AET,14574741466.601068,2.8343107617192502,0.00048761585534355244,0.0005151018496839787,2018-11
CMX,13479631864.119438,2.193814186383826,0.0012706469862692608,0.0009189768724154123,2007-03
BRCM,12508181095.10542,1.5454906528985923,0.0008651063233780971,0.049374130737134966,2016-01
SIVB,11072903736.849365,30.952471832605198,0.009847766776938244,0.8636253504551591,2023-03
MXIM,10860286811.904902,4.520212790847702,0.0013386785108017378,0.03358553238604909,2021-08
KMP,10635989333.752153,4.122230367872153,0.0007786133479325572,0.0020317337461299703,2014-11
BLS,10370342666.316988,0.8353278265024598,0.0006809844188935932,0.004184100418409953,2006-12
COV,9855789168.181389,1.878272460147995,0.00094955850611519,0.008014001473839393,2015-01
WAG,9590848911.94551,1.193165434201422,0.0009562000467995819,0.024624855713736075,2014-12
ESRX,9575214318.985447,3.2625947466448904,0.0010428946622108887,0.09081081081081076,2018-12
BNI,9078325121.373901,0.7149295654937957,0.00029407774685761293,0.0020910086627502532,2010-02
SGEN,8956035575.556068,8.86442525206313,0.0005594197189004226,4.3675751223005444e-05,2023-12
XTO,8150904701.779042,0.768264797265342,0.0009128547224106566,0.07800175284837867,2010-06
FD,8086469265.15484,1.4372320755514034,0.001199037593827378,0.10969899665551842,2007-05
GGP,7895328521.735152,9.225301945136252,0.000527248286304363,0.007859869750729876,2018-08
HET,7857331108.994094,1.8784255132919203,0.0005616847919489694,0.0002222469163239918,2008-01
ABC,7629190186.23248,0.4189309092068846,0.000751775242052636,0.07398641695822197,2023-08
YNDX,7545441261.036981,10.14250581025978,0.007088128466804139,0.724533185431688,2022-02
MER,7479677903.5827675,0.577237307306858,0.0033876953791703046,0.2352941176470589,2008-12
AGN,7146063101.043398,2.3349632278647667,0.0007278233387667122,0.01369723509343652,2020-05
WORK,6765596319.142977,6.297284596305315,0.0006212210469847106,0.00569800569800581,2021-07
APC,6682656095.471061,4.394973260697358,0.00035727071229178374,0.02399463806970499,2019-08
VIAC,6666197570.305373,3.387096322688405,0.0019006760725063959,0.1947311243889191,2022-02
GENZ,6645704175.972383,0.21209643639189282,0.00015483846055198264,0.0019615535504120007,2011-04
PCP,6629417889.401709,2.2816809274769003,0.00020208182650027518,4.2553191489323e-05,2016-01
COL,6590531614.590767,4.292313661980537,0.0009464262766089175,0.0057354689795061425,2018-11
BBL,6553850013.73693,2.818793672946615,0.0009523997763717265,0.07489177489177486,2022-01
IMMU,6538378518.12093,2.2864852579934642,0.0002998764593734281,0.0002274795268425389,2020-10
SPRT,6304739570.318108,1.2066213723438033,0.006063450219304212,0.6602722772277227,2021-09
DATA,6294001472.497232,1.9475342608436081,0.000665142828164654,0.04721392754521379,2019-07
LTR,6223750006.176257,0.5617798087794073,0.0010587268348596405,0.04074074074074067,2008-06
JAH,6055793160.535347,4.335373772065686,0.0005503035681245535,0.018952618453865346,2016-04
ZNGA,5989221880.070863,4.81833148130624,0.0016640417067447346,0.056101792943898145,2022-05
HTA,5755688732.759427,5.1166761064811075,0.002957290587097875,0.03630363036303635,2022-07
ABX,5566009587.698434,1.0846008694812306,0.001419323449954407,0.03916083916083919,2018-12
ATVI,5543447557.322922,1.5871215063481727,0.00022196203966320366,0.0005285971032878439,2023-10
CHNG,5542774535.308791,7.28019067056748,0.0007776790827174571,0.002174700978615394,2022-09
FDC,5335677779.2799635,3.7506386832388845,0.000857672851589939,0.012670256572695552,2019-07
MSCC,5291115367.033661,2.4731465153050314,0.0006088970943229851,0.008935005043954525,2018-05
SPLK,5259466452.237819,3.5339404286692178,0.0001197297096660755,0.00031853220360585695,2024-03
FISV,5202094427.327087,8.058689703497977,0.0007480841325168072,0.011893475825217577,2023-06
ASN,5176237647.116354,2.185154470908567,0.0003136802705387538,0.0,2007-10
HDS,5082581501.596774,3.0623314909253128,0.00046452240311105027,0.015135515663498758,2020-12
VIA.B,5009186975.977896,0.9652535265831931,0.001251756133826337,0.029277813923227095,2011-11
CERN,4981512219.32799,9.215763802177701,8.193194804706091e-05,0.0004210969575743978,2022-06
BCR,4950421521.182371,3.3370349703173297,0.0003090509695912859,0.017055043970035207,2017-12
SWY,4905986603.941815,16.16042418603307,0.0002843197193764649,0.010129431626336506,2015-01
DPS,4835588003.040154,3.0976232114895152,0.00040851483137016646,0.004905508644953756,2018-07
HRS,4824272819.500957,1.5933853780010798,0.0007203998778809301,0.059309866825090436,2019-06
LVLT,4807396063.54385,1.401698744658071,0.0006824153564648323,0.03762766529295827,2017-10
LK,4791325907.93875,0.45162303852665153,0.00813127545361694,0.7915407854984895,2020-06
HZNP,4765978130.958318,8.944266912150482,0.00017639697025761635,0.0005154639175257927,2023-10
WYN,4740092655.195565,2.4149691173229346,0.0008074558823188919,0.056797425415325745,2018-05
NXY,4719349218.159993,2.336592996630351,0.0006182536598753035,0.0003636363636364205,2013-02
LO,4702270780.623085,4.017639210424572,0.00027973128469965027,0.01501584240253483,2015-06
HOT,4674889276.5843315,10.741637153563468,0.0005661481205115312,0.013098754334146786,2016-09
ITMN,4637940103.008524,0.980547942133209,0.00011335032573576177,0.00020274379941880879,2014-09
PXP,4594678364.890763,1.277865599961589,0.0008940755371316334,0.006492189085007107,2013-05
GGC,4454652075.381585,4.000376971311115,0.0018917319940854576,0.0060461707585195736,2013-01
BRL,4407593798.305146,3.082780390876131,0.00273574083294055,0.01782001782001786,2008-12
FBF,4385145508.429014,1.2100501743399157,0.0008318968933899713,0.020719738276990248,2004-03
CMCSK,4321894862.472559,0.449139422052296,0.02607320039034959,0.6890000000000001,2003-12
PCS,4303027050.587424,3.0050054616638366,0.0015156991571392076,0.01371001246364777,2013-04
GDT,4261616887.8107595,1.8544198617735959,0.0004872180528566329,0.006819590824550668,2006-04
ACE,4199594257.037286,2.9370517616172194,0.0009544739699458953,0.033460471567267676,2016-01
CLR,4102697886.352056,0.9078876811908501,0.00019659506285062156,0.007881378573336942,2022-11
MMP,4092405141.381456,7.997936760375616,0.0007818287665021524,0.012449914138523045,2023-09
ERI,4054094541.0160184,2.145072257299179,0.0028244015472074914,0.12124016658954193,2020-07
RFMD,3989634218.4606886,1.7272768527088675,0.0024302800980756274,0.04239256678281071,2014-12
PDE,3936731112.036276,5.20207722371518,0.0008301531592436452,0.07197827071072883,2011-05
MLNX,3921978307.0226803,0.984378372056682,0.0005524478356088941,0.00032005120819336095,2020-04
TXU,3893469024.136386,1.7908967916722662,0.00018250278176335842,0.0,2007-10
SJI,3891240608.404858,2.870159232481925,0.0002431697630464642,0.0008303349017437347,2023-01
CBST,3848130548.382181,1.9900622076802574,0.00022385068968217099,9.804882831641244e-05,2015-01
IMGN,3832788156.0343165,6.6468939660346535,0.0010236846373648544,0.00032000000000005,2024-02
MNTA,3821053773.2690673,0.5728944280132957,0.00014372869676543954,0.0,2020-09
VER,3819514644.226071,4.6038772935155885,0.0005939309563049301,0.04360243716679372,2021-10
IDTI,3678428955.026668,4.359754386199482,0.00038815876660068673,0.0006118702834999212,2019-03
MJN,3555535342.179173,2.999154873621618,7.82571181638558e-05,0.0,2017-06
CTXS,3520104001.7526574,3.4995212155084063,0.00028061088491319826,0.0004808617041738522,2022-09
DRE,3470980662.5464187,2.884085717100832,0.001166753323957957,0.21423942977482577,2022-09
VNTV,3458936865.526055,2.1999276833294235,0.0015057444016055475,0.027568922305764448,2018-01
ACL,3454732413.4243617,2.6616066654183164,0.000455978668916942,0.008787346221441126,2011-04
BEAS,3406451225.6530023,2.0033649623591674,0.00045839836233196884,0.0,2008-04
HSH,3377699258.809969,3.792795979201922,0.00046070448974385917,0.00015873015873012715,2014-08
HOC,3370901749.288894,4.192137524756268,0.0016089543470088673,0.014747995418098526,2011-06
ZEN,3330622743.0271506,2.7689264338306203,0.00038806792307389556,0.0005160624435557509,2022-11
HCN,3314781086.8192043,1.0187572083786673,0.0011752731770089204,0.13086747387626474,2018-02
SGP,3313024250.059692,3.682744172687529,0.00071656126056779,0.014355742296918774,2009-11
OCR,3260004142.32227,2.7031951111935695,0.00017550806225501874,0.00030621618862918383,2015-08
KRB,3202872751.5197906,1.3640753201321294,0.0008010509633373454,0.019848430169613882,2005-12
CTRX,3178845517.438978,1.6743116623372056,0.00015207182583160873,0.0,2015-07
CONE,3177054486.7535563,0.8214598664688264,0.00014105124071077095,0.0004418912947414057,2022-03
CBE,3151967217.465401,2.0611314131325327,0.0010513189627735426,0.01715287341930643,2012-11
IPHI,3149743363.002999,2.521178052059147,0.0007272186352029386,0.0760963491034781,2021-04
EMLX,3103624306.66864,0.9846102364086361,0.0034115944852055333,0.21794081381011088,2002-06
MOGN,3102070460.9299765,1.3121106835710976,31.92302359260282,0.9995879,2008-01
CY,3092584966.9485874,1.9579200284050342,0.0009397301458684427,0.00041928721174010745,2020-04
SCG,3084859351.2767296,2.7015556978084305,0.0012980951765597202,0.06701836654943337,2018-12
CSC,3083436591.3727756,3.7195359902254155,0.0010826209162560446,0.07424749163879595,2017-03
XEC,3057803075.5109386,3.131710925013791,0.0015219579984379324,0.05593422049118253,2021-09
PCYC,3043839874.7777996,1.9251606023289185,0.00034069746788628006,0.0014525993883791875,2015-05
FON,3020509786.4052806,2.2226289785324065,0.001219629921375034,0.0480524208227157,2005-08
LYO,2996645504.278367,4.7946918693748195,0.000309815613941561,0.00041675349031054646,2007-12
LLTC,2996307139.0781164,9.31487398695809,0.00021114392376130764,0.00564626888448046,2017-03
CEPH,2952338423.0605783,0.7080211288173063,0.0001587330084836978,0.00024539877300608614,2011-10
PLAN,2950948072.316894,1.453061301177474,0.0005394798181896983,0.03174844295913712,2022-06
PF,2937588969.391171,3.8433202062757874,0.00042324434052617814,0.01674322121795815,2018-10
WBC,2897518443.726151,2.228209936589654,0.00023282404763434568,0.00014652014652022147,2020-05
TECD,2828452179.2659326,3.0299574026962,0.0006445549763964669,0.0002070250500310616,2020-06
WR,2814163497.1359553,18.900538114936047,0.0009733781065971785,0.05097001763668431,2018-06
TCF,2789502165.297,38.462397584272026,0.0007851769696274318,0.06681790059806149,2021-06
WSH,2788567813.820322,25.396527091892228,0.001650628071940799,0.05016380016380022,2016-01
TSS,2758164263.8715196,3.288196467375321,0.0010195171005748568,0.06908912004498181,2019-09
PXD,2747817989.051894,1.3816847617243235,0.0009129370625042654,0.008452153461708111,2024-05
WPZ,2738493261.666526,15.586693560971284,0.0010424126204398696,0.012486992715920799,2018-08
NPSP,2690764619.630957,1.3744545248494995,0.0001305228369950411,0.00021739130434778284,2015-02
BMS,2679133223.9503603,5.071420207765887,0.0010268265850370479,0.025004252423881594,2019-06
TSO,2673793252.3460402,0.6869985772481182,0.0006446319744558547,0.0021054742330057527,2017-07
CFN,2638296255.7539163,4.652858540948064,0.00016586420494161432,0.007782745487663501,2015-03
ZMH,2619835869.0011377,1.942565020078028,0.0005180435831208781,0.014150533900512158,2015-06
ARG,2539703872.9837985,4.349379173391293,9.055148290933973e-05,0.00027970072022929897,2016-05
PCZ,2524072357.978597,0.8083700704421415,0.001729780080487078,0.050057405281285876,2009-07
STAY,2520987062.8786345,1.6795505411553004,0.0010493125614673621,0.0019512195121950803,2021-06
PBCT,2514666986.8743224,14.087842397103698,0.0013046014016585275,0.0390123456790123,2022-04
PNRA,2512338501.368474,1.507124457891991,4.191474217371316e-05,0.00015874023747543134,2017-07
NUVA,2506093876.9772825,12.572428497642026,0.0015214405430603703,0.0430713857228553,2023-08
COH,2503572597.9983616,0.8648374286524512,0.0008748545224715912,0.02682926829268296,2017-10
DYAX,2473741921.326485,5.5147676022969705,0.0009320078217807349,0.046616541353383445,2016-01
GDW,2461885715.219819,1.7489515602615073,0.00039049242248453004,0.0037400051586278854,2006-09
WCG,2461329439.2339506,3.0125790238456256,0.0006884773187635269,0.0,2020-01
CAB,2455907285.1057925,0.513755198357826,0.0010917944454281877,0.0,2017-09
BFT,2453729331.1157393,1.0189233863442098,0.003100789396148761,0.1063335270191749,2021-03
RMG,2438790571.2474236,2.2691358877104273,0.005595888932980977,0.28841309823677586,2020-12
BRCD,2433802573.3527527,0.5618655788176427,0.0009466775750609953,0.0035335689045936343,2017-11
BBT,2407480386.8928084,6.7216943945630065,0.0006470142287645694,0.012715712988192475,2019-12
MLNM,2400290535.2589517,0.3507752689130808,0.00026768634478649444,0.0012000000000000454,2008-05
MDC,2333559210.382004,1.9143808756123182,0.00033835976871730156,0.01593750000000005,2024-04
LDG,2319880921.0590634,1.8858737657684495,0.0010976942080604339,0.05895512567443072,2008-10
CDWC,2292756137.8393683,0.9047834668573537,0.00047724489918465847,0.00011397310234774226,2007-10
CXO,2290398251.400697,5.579041766541379,0.0014661920881439117,0.06928865540252746,2021-01
IMNX,2277275580.4340405,5.5834527149999715,0.004847373862635127,0.2113289760348583,2002-07
UTX,2272456621.199535,1.300491209414067,0.002606852519800494,0.0812399786210582,2020-04
SIAL,2253734400.2338743,3.613650139862572,8.617827690261529e-05,7.143877696807334e-05,2015-11
TQNT,2252296021.849007,1.81070911021513,0.0014592476520710427,0.040823447313328744,2014-12
AOC,2208317967.598437,0.5413803071342331,0.0008077156956796127,0.05513539887777519,2009-11
FTO,2205159208.060385,1.973641717226166,0.0015539692347020274,0.014894250819183795,2011-06
AOL,2197929757.799013,2.142193768213341,0.00014604179117763376,0.003983270264887529,2015-06
FLT,2193133058.221673,0.8298047364054955,0.0009791946310329456,0.019242585944827105,2024-03
SRC,2191733530.497966,14.254482097564063,0.0007312953897257571,0.07312252964426874,2024-01
STA,2190043528.4913206,0.7616752120345331,0.00038344145718306375,0.020918178452425072,2007-02
CVD,2166483864.6066313,5.968128265824821,0.0002588912065974788,0.007172799254774067,2015-02
TRB,2165757337.3013926,2.827997114905301,0.0015471918278541442,0.000882352941176504,2007-12
WPI,2161663730.9305773,0.5976578034959791,0.0006776291291082008,0.029215264409466632,2013-01
MBFI,2154811250.691023,6.659298541679558,0.0007197690187011925,0.10240202275600505,2019-03
SNE,2146464060.2519538,0.8846082727926187,0.0010174710949789002,0.023309379030772074,2021-03
AYR,2135298264.2297866,2.1741224333097717,0.0017191316217712602,0.0012480499219968534,2020-03
STMP,2134038003.1235163,10.874514968488722,5.046607011456661e-05,0.0006668485344488717,2021-10
UVN,2128625531.1051807,2.0728545042652495,0.00022498213739787266,0.00027586206896546234,2007-03
DIDI,2119294504.436997,1.9743689881258,0.008409098858610381,0.2564102564102565,2022-06
GG,2116950515.7289958,1.4866793874959514,0.0008530858155626202,0.05080440304826415,2019-04
UN,2087211748.6951828,1.4622911502159217,0.0007501381455579579,0.045289569196780774,2020-11
BJS,2043924933.5377984,2.032030719717741,0.001126243415781746,0.05503465144720756,2010-04
MYL,2041070413.4471273,2.2829030088446682,0.0019259912290746977,0.01734820322180924,2020-11
CHL,2040855751.515728,0.5588850650402847,0.003703932883752604,0.110600590744995,2021-01
HNZ,2022307573.2258382,2.8760471406976045,6.724159686608282e-05,0.00013793103448282918,2013-06
LSI,2018337841.0134668,7.250253744885863,0.0011575660691838367,0.05143667967364314,2023-07
NOI,2014154498.4933174,4.847471501598,0.0013413825456445204,0.02013693113169553,2005-03
IDPH,1999221948.3955436,2.427639128289034,0.0022815663108944465,0.032412626832018,2003-11
LHO,1994868980.2335918,2.3752146176215243,0.0008384074359310483,0.0748709122203098,2018-11
ACC,1989400855.2135506,4.389543951048916,7.549243709946645e-05,0.00015276504735702576,2022-08
MDSO,1987150764.233766,2.4271535098660166,0.00014415505949680704,0.00010838933448954168,2019-10
IMCL,1979079347.5213256,0.8960429513809586,0.00022377314736862547,0.0008565310492505678,2008-11
RP,1973940647.2982004,4.154100920392152,0.00017617758021342775,0.0,2021-04
CNW,1969319630.6177623,0.9501436927086618,0.0001574952820545913,0.003151260504201651,2015-10
P,1958776457.028305,2.942496583708644,0.0015951813787242945,0.0674033149171272,2019-01
ARNA,1950720096.468606,5.376569475941804,0.00071496856335191,0.00039988003598926574,2022-03
SXL,1934364721.752991,4.409920881216966,0.0006940503055180256,0.029149797570850157,2017-04
LTD,1934343455.0570507,0.7639632218695819,0.0007744817861597836,0.01642073401437772,2013-11
ETE,1930681065.6626413,1.4006262573375106,0.0010023154536471846,0.06912696226934742,2018-10
AUY,1922703516.6887333,1.8755646652875613,0.0013751171267389482,0.031561461794019856,2023-03
ERTS,1902196935.7054353,1.1529333263001953,0.0013740971998227446,0.16435477091214798,2011-12
ITC,1901401583.9362352,17.375569132414846,0.0004814112923966029,0.013356311934511084,2016-10
NUAN,1892296510.9045181,4.871590282453567,0.00021233524100953524,0.0,2022-03
DISC.A,1889838194.4489267,2.638657009692109,0.001900594902438013,0.06061189147585143,2022-04
HCBK,1885822239.252723,1.473024990545543,0.0009861541013662693,0.026948989412897126,2015-10
MRTX,1883532093.8027735,9.681035499739673,0.0004481034734112894,0.0059819698373914714,2024-01
TRW,1875066893.213383,5.572538382736586,0.00010211117617969927,0.0,2015-05
AIMC,1871655887.2303598,1.7741568775380139,0.00030720201016577617,0.0,2023-03
MICC,1865532380.852117,2.0884888741242063,0.0011091019053014147,0.01581769436997328,2011-05
POT,1859963211.6116521,0.9139939425789753,0.000909302667365731,0.029591357444809726,2017-12
HPY,1856846364.1015942,10.92842983540658,0.0006848037507695522,0.02104761904761899,2016-04
NFX,1848949269.712367,5.936685434482421,0.0015286533002587688,0.09338313767342583,2019-02
AMB,1833021200.2878156,30.175023102614993,0.0009741676159194742,0.07935222672064772,2011-06
SBE,1828368398.280025,1.5945275337255327,0.0037926731863615715,0.27906976744186046,2021-02
LM,1819664190.268367,2.501499367713647,0.0004179744693370987,0.018453082057322295,2020-07
GWR,1815993902.3251095,3.0531744444722175,0.0001976814235191182,0.00044654818254887164,2019-12
SNI,1806093577.7175534,5.428992786329881,0.000710891126067933,0.018579234972677626,2018-03
PCU,1805268427.8445396,0.9913798567535019,0.0020349988854836973,0.005388272583201322,2010-02
DRC,1804330351.2413268,3.5900566208991176,0.00037099128925588274,0.00011735711770908233,2015-06
ATH,1788360287.717,1.3721293117983338,0.001297817496018647,0.03732809430255407,2021-12
FMI,1787997935.0234282,1.571748007190385,0.00015080373691180905,0.000364963503649718,2018-07
PRXL,1774873815.4403765,2.5861235949032584,0.0001853419096940139,0.0,2017-09
ACF,1765142481.932531,1.68015688438904,0.00032151112762848245,0.00040816326530618627,2010-09
ASD,1763266329.7873461,0.9526736223079485,0.0012790303599759846,0.10206185567010294,2007-11
WCRX,1760693014.5767221,2.3006379960111505,0.0008675120600617819,0.027245636441038616,2013-09
RTN,1750153412.576183,2.208048284197482,0.0038287187030587185,0.10030769230769236,2020-04
GR,1746688685.8187609,2.29894014432938,7.510037936156245e-05,7.843752451165508e-05,2012-07
TIBX,1735817283.6728704,9.13380733213245,0.0001874557400344913,0.002905770029057712,2014-12
ETP,1729848180.0391731,2.200187164465589,0.0009703609165641647,0.07794432548179872,2018-10
CIT,1722247950.8526583,18.104013553675582,0.0016750699415846327,0.009204712812960236,2022-01
UBB,1702366795.1964526,1.1534820628486528,0.001923053828934836,0.08493427704752278,2009-03
RX,1700058133.3564541,0.6309953487191671,0.0003727071798990889,0.0004547521600726699,2010-02
CAA,1670830651.462536,4.536454847444722,0.001571805384823722,0.067603160667252,2018-02
CVC,1667036845.398174,2.5734614976013463,0.00017003480543144808,0.0002866150759529381,2016-06
TYC,1664159798.7627027,14.769355533465871,0.0006630921351930756,0.012814943527367426,2016-09
WWY,1660946389.4652283,3.0866908717400254,0.00017143578549715877,0.00024996875390588964,2008-10
GDI,1644551879.9077425,2.9722586321919002,0.0017796960234334365,0.15944629582158418,2020-02
BVF,1636387906.5775807,1.9293062544158324,0.0013266439290065318,0.0544733044733044,2010-09
EGN,1625983171.5329487,1.7496173104356665,0.0018212168499420307,0.05530074695321712,2018-11
PDCE,1613724364.8177207,8.676417732202632,0.0006848928085962056,0.019299405155320658,2023-08
CBS,1607478494.3719199,7.484085710683668,0.0009790752211780648,0.019152501795547144,2019-12
PHLY,1596867257.9846585,3.3143965729391693,0.0008430515301630183,0.000814332247556957,2008-11
TMX,1589925338.44202,9.07953269900467,0.0012904033803811021,0.08294818778885908,2022-10
ARIA,1589271021.592994,0.7105282989189816,0.00019671093784339662,0.00041684035014581124,2017-02
GAS,1583983534.8815,2.997833733862944,0.00015471910700380688,0.0009084027252082101,2016-06
HSP,1578486742.8521273,7.636711525915382,6.0244253471335116e-05,0.0004444444444445139,2015-09
OKS,1575781380.0151703,1.9718705463633055,0.0009359287571359124,0.009401957933507791,2017-06
TCO,1565540079.3823497,1.3964274500075373,0.00013529994415591778,0.0008132915069128986,2020-12
PETM,1563572823.9739413,4.559434338568345,8.804749931817325e-05,0.000120481927710905,2015-03
APE,1560688199.0731952,6.317495438541276,0.004865318639526725,0.4041666666666667,2023-08
RAH,1552125307.1075733,2.022977555959667,9.124766210284242e-05,0.00011111111111116796,2013-01
ALPN,1548094936.5831559,0.9751814325796094,0.00022294556194851688,0.00015384615384623256,2024-05
Q,1540486115.982261,1.541611981727964,0.0007942635861148262,0.06563008497559215,2017-11
CBG,1534905715.0053794,1.027869679495151,0.0007001051457140697,0.019481865284974045,2018-03
FLIR,1531127171.7905195,3.5821002976916856,0.0006600764385469798,0.046473029045643106,2021-05
BRKB,1527145966.7476103,1.0435110821046754,0.0005856082985906497,0.018934599156118163,2017-11
